Company,Year,Revenue,NetIncome,Assets,Liabilities,CashFlow
Apple,2018,338450.42,98868.88,1048325.93,467984.24,127539.39
Apple,2018,377997.7,73938.49,1132536.44,799440.36,83420.31
Apple,2018,344534.71,46362.96,1156316.13,476758.17,45717.75
Apple,2018,366004.58,58506.29,997684.25,769751.23,53846.05
Apple,2018,344068.96,34189.31,1126430.09,701659.39,32238.93
Apple,2018,393116.91,104310.62,1255233.57,953303.79,96604.21
Apple,2018,388815.25,64206.96,1237986.64,822326.86,76292.23
Apple,2018,381831.46,36028.54,988964.03,783590.69,45709.2
Apple,2018,338536.76,30875.81,596995.21,395801.83,37325.54
Apple,2018,350567.53,61862.26,1115297.65,743235.22,66261.82
Apple,2018,377183.08,66795.4,790235.09,460320.63,76443.51
Apple,2018,397169.31,83037.32,1200342.21,456173.03,85593.1
Apple,2018,336146.53,37537.39,992614.96,790027.19,31891.35
Apple,2018,363844.56,90967.6,694241.36,400953.87,106116.94
Apple,2018,378993.84,36764.75,837867.89,579717.35,39599.8
Apple,2019,360440.55,86595.01,566116.11,380920.79,78042.91
Apple,2019,432664.94,61432.01,931901.11,348944.8,58532.55
Apple,2019,426493.2,127557.11,953902.82,500136.32,148098.33
Apple,2019,427216.7,84700.45,975357.68,493834.25,97219.94
Apple,2019,360288.09,73822.07,796591.93,555303.17,62490.04
Apple,2019,404629.16,68885.37,1126751.01,374562.23,75084.5
Apple,2019,402603.99,76561.2,1089839.07,695572.32,92064.42
Apple,2019,380496.23,97506.86,949913.16,321573.28,80860.05
Apple,2019,385379.0,94889.65,1123519.25,780067.82,100453.46
Apple,2019,393410.69,34172.88,848345.12,438602.64,28852.17
Apple,2019,376766.27,75186.09,1119495.49,894671.41,95227.44
Apple,2019,408749.8,63483.75,1133199.45,785109.82,54543.22
Apple,2019,391114.44,101670.42,886916.87,519676.65,111215.72
Apple,2019,374027.22,52572.84,811273.49,254008.4,42694.19
Apple,2019,423085.76,50037.38,1073012.14,482171.73,63564.47
Apple,2019,379698.53,59769.94,1232296.57,888444.89,53377.59
Apple,2019,420883.53,69255.0,1037872.57,380629.37,58195.03
Apple,2019,415221.05,72296.33,985610.8,655188.83,85508.95
Apple,2019,372089.19,75369.01,658861.37,445184.42,85052.23
Apple,2019,432554.36,29084.74,698190.08,307967.13,27073.61
Apple,2020,432292.99,119556.53,864193.64,376766.7,141040.73
Apple,2020,449834.03,109839.41,733558.89,398898.76,89717.58
Apple,2020,416346.83,115165.43,740468.98,419261.19,115804.35
Apple,2020,440975.62,121249.92,680710.6,430137.52,155405.69
Apple,2020,459387.28,130560.45,737094.13,375473.29,121431.51
Apple,2020,474150.6,140028.18,954493.67,598550.86,125892.17
Apple,2020,459833.86,76324.66,1583672.7,956955.83,74397.7
Apple,2020,420797.17,36950.92,820821.21,349245.74,45276.26
Apple,2020,459478.52,83095.65,794685.44,580175.87,96507.88
Apple,2020,416780.69,94592.04,1078243.51,367532.96,97349.42
Apple,2020,452858.14,41410.99,1535821.42,1113451.62,46981.24
Apple,2020,450920.24,68964.37,1263454.57,723600.57,57318.81
Apple,2020,455263.69,114544.76,1101046.03,358917.1,136667.83
Apple,2020,428346.8,49112.19,783623.08,364469.0,57872.62
Apple,2020,455859.17,46142.21,1484122.53,1097940.38,56998.97
Apple,2020,431585.11,70266.3,1497591.41,1027357.05,57167.52
Apple,2020,416567.55,69143.07,1382354.59,787044.83,72524.6
Apple,2020,420051.27,89972.89,1320727.84,647434.0,106870.33
Apple,2020,494364.36,49901.94,1258977.58,558443.4,59704.03
Apple,2020,460894.75,96163.66,1426851.02,710550.74,120930.14
Apple,2021,486984.05,43579.57,1408259.63,981036.85,41765.83
Apple,2021,516863.9,142931.38,1061539.71,840485.46,124401.15
Apple,2021,456471.6,43846.93,1500869.24,941264.55,38412.2
Apple,2021,478438.56,97517.5,797522.72,591130.36,117196.71
Apple,2021,484419.44,141344.71,1131372.24,896109.22,160279.24
Apple,2021,496353.34,45410.73,1620025.6,832279.8,40012.16
Apple,2021,439012.16,83385.5,1121587.93,739885.55,103825.7
Apple,2021,445169.63,103668.49,834614.65,608507.97,125390.33
Apple,2021,487699.81,110981.31,1038166.7,556025.42,134378.22
Apple,2021,480184.6,66961.53,1194903.3,853309.87,64792.25
Apple,2021,453867.17,103483.31,1430569.55,501155.32,95198.13
Apple,2021,450936.84,61771.74,1082564.96,730096.06,69528.65
Apple,2021,495086.55,68368.35,1575808.57,844071.75,88164.58
